Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
PRIME;20814;PrimeChain;PRIME;PRIME;;PrimeChain (PRIME);N/A;PoS;0;N/A;N/A;N/A;572;False;
BERN;20817;BERNcash;BERN;BERN;;BERNcash (BERN);X14;PoW/PoS;0;N/A;N/A;N/A;573;False;
KR;20822;Krypton;KR;KR;;Krypton (KR);Dagger-Hashimoto;PoW;0;N/A;N/A;N/A;575;False;
MEME;20825;Pepe;MEME;MEME;;Pepe (MEME);X11;PoW/PoS;0;N/A;N/A;N/A;578;False;
MTH;208914;Monetha;MTH;MTH;;Monetha (MTH);N/A;N/A;0;N/A;N/A;N/A;1441;False;
PULSE;21012;Pulse;PULSE;PULSE;;Pulse (PULSE);SHA256D;PoS;0;N/A;N/A;N/A;595;False;
MOJO;21232;Mojocoin;MOJO;MOJO;;Mojocoin (MOJO);PoS;PoS;0;N/A;N/A;N/A;604;False;
FIL;213663;FileCoin;FIL;FIL;;FileCoin (FIL);N/A;N/A;0;N/A;N/A;N/A;1446;False;
FLY;21370;FlyCoin;FLY;FLY;;FlyCoin (FLY);X13;PoS;0;N/A;N/A;N/A;610;False;
GREXIT;21380;GrexitCoin;GREXIT;GREXIT;;GrexitCoin (GREXIT);N/A;PoS;0;N/A;N/A;N/A;613;False;
DEUR;21384;DigiEuro;DEUR;DEUR;;DigiEuro (DEUR);Scrypt;PoW;0;N/A;N/A;N/A;615;False;
TUR;21626;Turron;TUR;TUR;;Turron (TUR);N/A;PoS;0;N/A;N/A;N/A;616;False;
STS;21650;STRESScoin;STS;STS;;STRESScoin (STS);X13;PoW/PoS;0;N/A;N/A;N/A;618;False;
DISK;21652;Dark Lisk;DISK;DISK;;Dark Lisk (DISK);X11;PoW/PoS;0;N/A;N/A;N/A;619;False;
CYT;21706;Cryptokenz;CYT;CYT;;Cryptokenz (CYT);PoS;PoS;0;N/A;N/A;N/A;621;False;
NKC;21710;Nukecoinz;NKC;NKC;;Nukecoinz (NKC);Scrypt;PoW;0;N/A;N/A;N/A;623;False;
STHR;21833;Stakerush;STHR;STHR;;Stakerush (STHR);PoS;PoS;0;N/A;N/A;N/A;628;False;
INCP;22264;InceptionCoin;INCP;INCP;;InceptionCoin (INCP);X11;PoW/PoS;0;N/A;N/A;N/A;651;False;
OMA;22280;OmegaCoin;OMA;OMA;;OmegaCoin (OMA);X15;PoW/PoS;0;N/A;N/A;N/A;654;False;
MUE;22325;MonetaryUnit;MUE;MUE;;MonetaryUnit (MUE);Quark;PoW;0;N/A;N/A;N/A;655;False;
DTCT;223644;DetectorToken;DTCT;DTCT;;DetectorToken (DTCT);N/A;N/A;0;N/A;N/A;N/A;1466;False;
SPACE;22410;SpaceCoin;SPACE;SPACE;;SpaceCoin (SPACE);Scrypt;PoW/PoS;0;N/A;N/A;N/A;666;False;
XDE2;22430;XDE II;XDE2;XDE2;;XDE II (XDE2);SHA256;PoS;0;N/A;N/A;N/A;670;False;
VEC2;22434;VectorCoin 2.0 ;VEC2;VEC2;;VectorCoin 2.0  (VEC2);Dagger-Hashimoto;PoW;0;N/A;N/A;N/A;671;False;
GSY;22453;GenesysCoin;GSY;GSY;;GenesysCoin (GSY);SHA256;Pow/PoS;0;N/A;N/A;N/A;673;False;
WORM;228162;HealthyWorm;WORM;WORM;;HealthyWorm (WORM);PoS;PoS;0;N/A;N/A;N/A;1471;False;
VNT;229307;Veredictum;VNT;VNT;;Veredictum (VNT);N/A;N/A;0;N/A;N/A;N/A;1473;False;
SIFT;229420;Smart Investment Fund Token;SIFT;SIFT;;Smart Investment Fund Token (SIFT);N/A;N/A;0;N/A;N/A;N/A;1474;False;
IWT;232556;IwToken;IWT;IWT;;IwToken (IWT);N/A;N/A;0;N/A;N/A;N/A;1476;False;
JDC;232607;JustDatingSite;JDC;JDC;;JustDatingSite (JDC);N/A;N/A;0;N/A;N/A;N/A;1477;False;
SCOR;234659;Scorista;SCOR;SCOR;;Scorista (SCOR);N/A;N/A;0;N/A;N/A;N/A;1499;False;
BRO;234982;Bitradio;BRO;BRO;;Bitradio (BRO);PoS;PoS;0;N/A;N/A;N/A;1503;False;
DFT;236039;Draftcoin;DFT;DFT;;Draftcoin (DFT);Scrypt;PoS;0;N/A;N/A;N/A;1508;False;
SBD;23728;Steem Backed Dollars;SBD;SBD;;Steem Backed Dollars (SBD);N/A;N/A;0;N/A;N/A;N/A;680;False;
STCN;237428;Stakecoin;STCN;STCN;;Stakecoin (STCN);PoS;PoS;0;N/A;N/A;N/A;1514;False;
LNK;238622;Ethereum.Link;LNK;LNK;;Ethereum.Link (LNK);N/A;N/A;0;N/A;N/A;N/A;1517;False;
WAN;240142;Wanchain;WAN;WAN;;Wanchain (WAN);N/A;PoS;0;N/A;N/A;N/A;1519;False;
PBKX;241757;Bankex;PBKX;PBKX;;Bankex (PBKX);N/A;N/A;0;N/A;N/A;N/A;1525;False;
BOU;241804;Boulle;BOU;BOU;;Boulle (BOU);N/A;N/A;0;N/A;N/A;N/A;1526;False;
OXY;242873;Oxycoin;OXY;OXY;;Oxycoin (OXY);DPoS;DPoS;0;N/A;N/A;N/A;1527;False;
TTT;243013;Tap Project;TTT;TTT;;Tap Project (TTT);N/A;N/A;0;N/A;N/A;N/A;1528;False;
VOYA;24305;Voyacoin;VOYA;VOYA;;Voyacoin (VOYA);N/A;PoW;0;N/A;N/A;N/A;688;False;
ENTER;24307;EnterCoin (ENTER);ENTER;ENTER;;EnterCoin (ENTER) (ENTER);Scrypt;PoW/PoS;0;N/A;N/A;N/A;689;False;
CLOUD;243146;Cloud;CLOUD;CLOUD;;Cloud (CLOUD);N/A;N/A;0;N/A;N/A;N/A;1531;False;
HBT;247391;Hubiit;HBT;HBT;;Hubiit (HBT);N/A;N/A;0;N/A;N/A;N/A;1537;False;
XT;24885;ExtremeCoin;XT;XT;;ExtremeCoin (XT);Scrypt;PoW/PoS;0;N/A;N/A;N/A;694;False;
XAUR;25082;Xaurum;XAUR;XAUR;;Xaurum (XAUR);N/A;N/A;0;N/A;N/A;N/A;698;False;
EON;255546;Exscudo;EON;EON;;Exscudo (EON);N/A;DPoS;0;N/A;N/A;N/A;1552;False;
UNIQ;25594;Uniqredit;UNIQ;UNIQ;;Uniqredit (UNIQ);SHA256D;PoW;0;N/A;N/A;N/A;700;False;
CRX;25613;ChronosCoin;CRX;CRX;;ChronosCoin (CRX);Scrypt;PoW/PoS;0;N/A;N/A;N/A;701;False;
WARP;25822;WarpCoin;WARP;WARP;;WarpCoin (WARP);PoS;PoS;0;N/A;N/A;N/A;705;False;
RBIT;26121;ReturnBit;RBIT;RBIT;;ReturnBit (RBIT);Scrypt;PoW;0;N/A;N/A;N/A;714;False;
SYNX;27591;Syndicate;SYNX;SYNX;;Syndicate (SYNX);X11;PoW/PoS;0;N/A;N/A;N/A;720;False;
ATM;28023;Autumncoin;ATM;ATM;;Autumncoin (ATM);X11;PoW/PoS;0;N/A;N/A;N/A;729;False;
BTD;28089;Bitcloud;BTD;BTD;;Bitcloud (BTD);Scrypt;PoW/PoS;0;N/A;N/A;N/A;735;False;
BOTS;28125;ArkDAO;BOTS;BOTS;;ArkDAO (BOTS);N/A;N/A;0;N/A;N/A;N/A;736;False;
ENE;28174;EneCoin;ENE;ENE;;EneCoin (ENE);X13;PoW/PoS;0;N/A;N/A;N/A;743;False;
TDFB;28176;TDFB;TDFB;TDFB;;TDFB (TDFB);SHA256D;PoW/PoS;0;N/A;N/A;N/A;744;False;
808;28223;808;808;808;;808 (808);SHA256;PoW/PoS;0;N/A;N/A;N/A;750;False;
VLT;28225;Veltor;VLT;VLT;;Veltor (VLT);N/A;PoW;0;N/A;N/A;N/A;751;False;
DCK;28229;DickCoin;DCK;DCK;;DickCoin (DCK);X11;PoW/PoS;0;N/A;N/A;N/A;753;False;
VRM;28323;Verium;VRM;VRM;;Verium (VRM);N/A;PoWT;0;N/A;N/A;N/A;757;False;
FONZ;28703;FonzieCoin;FONZ;FONZ;;FonzieCoin (FONZ);SHA256;PoW/PoS;0;N/A;N/A;N/A;772;False;
BTCR;28764;BitCurrency;BTCR;BTCR;;BitCurrency (BTCR);Scrypt;PoS;0;N/A;N/A;N/A;773;False;
SANDG;28770;Save and Gain;SANDG;SANDG;;Save and Gain (SANDG);SHA256;PoW;0;N/A;N/A;N/A;775;False;
SEN;28778;Sentaro;SEN;SEN;;Sentaro (SEN);Scrypt;PoW/PoS;0;N/A;N/A;N/A;779;False;
WEX;28882;Wexcoin;WEX;WEX;;Wexcoin (WEX);N/A;PoS;0;N/A;N/A;N/A;782;False;
LTH;28885;Lathaan;LTH;LTH;;Lathaan (LTH);PoS;N/A;0;N/A;N/A;N/A;783;False;
NLC;29010;NoLimitCoin;NLC;NLC;;NoLimitCoin (NLC);SHA256D;PoW/PoS;0;N/A;N/A;N/A;791;False;
XBTS;29131;Beats;XBTS;XBTS;;Beats (XBTS);X11;PoW/PoS;0;N/A;N/A;N/A;793;False;
FIRE;29196;FireCoin;FIRE;FIRE;;FireCoin (FIRE);X15;PoW/PoS;0;N/A;N/A;N/A;797;False;
NTC;29366;NineElevenTruthCoin;NTC;NTC;;NineElevenTruthCoin (NTC);Scrypt;PoW/PoS;0;N/A;N/A;N/A;802;False;
X2;29376;X2Coin;X2;X2;;X2Coin (X2);N/A;N/A;0;N/A;N/A;N/A;806;False;
XUP;29460;UPcoin;XUP;XUP;;UPcoin (XUP);X13;PoS;0;N/A;N/A;N/A;810;False;
INV;29713;Invictus;INV;INV;;Invictus (INV);X11;PoW/PoS;0;N/A;N/A;N/A;817;False;
HKG;29733;Hacker Gold;HKG;HKG;;Hacker Gold (HKG);N/A;N/A;0;N/A;N/A;N/A;821;False;
TRA;29926;Tetra;TRA;TRA;;Tetra (TRA);Scrypt;PoW;0;N/A;N/A;N/A;826;False;
SDP;30019;SydPakCoin;SDP;SDP;;SydPakCoin (SDP);X13;PoW/PoS;0;N/A;N/A;N/A;830;False;
RRT;30020;Recovery Right Tokens;RRT;RRT;;Recovery Right Tokens (RRT);N/A;N/A;1;N/A;N/A;N/A;831;False;
CRNK;30121;CrankCoin;CRNK;CRNK;;CrankCoin (CRNK);X11;PoS/PoW;0;N/A;N/A;N/A;837;False;
CFC;30123;CoffeeCoin;CFC;CFC;;CoffeeCoin (CFC);PoS;PoS;0;N/A;N/A;N/A;838;False;
VTY;30126;Victoriouscoin;VTY;VTY;;Victoriouscoin (VTY);Scrypt;PoW/PoS;0;N/A;N/A;N/A;839;False;
SFE;30169;Safecoin;SFE;SFE;;Safecoin (SFE);N/A;PoW/PoS;0;N/A;N/A;N/A;841;False;
CRAB;30179;CrabCoin;CRAB;CRAB;;CrabCoin (CRAB);X15;PoW/PoS;0;N/A;N/A;N/A;845;False;
FOREX;30361;ForexCoin;FOREX;FOREX;;ForexCoin (FOREX);X15;PoW/PoS;0;N/A;N/A;N/A;848;False;
EC;30367;Eclipse;EC;EC;;Eclipse (EC);SHA256D;PoW/PoS;0;N/A;N/A;N/A;850;False;
VTX;30377;Vertex;VTX;VTX;;Vertex (VTX);SHA256;PoW/PoS;0;N/A;N/A;N/A;854;False;
KRC;30379;KRCoin;KRC;KRC;;KRCoin (KRC);X11;PoW;0;N/A;N/A;N/A;855;False;
ROYAL;30386;RoyalCoin;ROYAL;ROYAL;;RoyalCoin (ROYAL);X13;PoS;0;N/A;N/A;N/A;856;False;
NUBIS;30393;NubisCoin;NUBIS;NUBIS;;NubisCoin (NUBIS);SHA256D;PoW/PoS;0;N/A;N/A;N/A;859;False;
TENNET;30421;Tennet;TENNET;TENNET;;Tennet (TENNET);SHA256D;PoW/PoS;0;N/A;N/A;N/A;860;False;
ELE;30550;Elementrem;ELE;ELE;;Elementrem (ELE);Ethash;PoW;0;N/A;N/A;N/A;868;False;
AND;30568;AndromedaCoin;AND;AND;;AndromedaCoin (AND);X11;PoW/PoS;0;N/A;N/A;N/A;870;False;
TPG;32882;Troll Payment;TPG;TPG;;Troll Payment (TPG);PoS;N/A;0;N/A;N/A;N/A;893;False;
MDT;33004;Midnight ;MDT;MDT;;Midnight  (MDT);SHA256;PoW/PoS;0;N/A;N/A;N/A;895;False;
PEX;33010;PosEx;PEX;PEX;;PosEx (PEX);SHA256D;N/A;0;N/A;N/A;N/A;897;False;
PEN;33127;PenCoin;PEN;PEN;;PenCoin (PEN);Scrypt;PoW;0;N/A;N/A;N/A;901;False;
SP;33332;Sex Pistols;SP;SP;;Sex Pistols (SP);Scrypt;PoW/PoS;0;N/A;N/A;N/A;905;False;
ALC;33401;Arab League Coin;ALC;ALC;;Arab League Coin (ALC);X13;PoW;0;N/A;N/A;N/A;908;False;
FIST;33526;FistBump;FIST;FIST;;FistBump (FIST);X13;PoW/PoS;0;N/A;N/A;N/A;914;False;
DRS;33645;Digital Rupees;DRS;DRS;;Digital Rupees (DRS);Scrypt;PoS ;0;N/A;N/A;N/A;917;False;
CSMIC;34215;Cosmic;CSMIC;CSMIC;;Cosmic (CSMIC);SHA256D;PoW/PoS;0;N/A;N/A;N/A;929;False;
SCASH;34225;SpaceCash;SCASH;SCASH;;SpaceCash (SCASH);X13;PoW/PoS;0;N/A;N/A;N/A;931;False;
TRICK;34483;TrickyCoin;TRICK;TRICK;;TrickyCoin (TRICK);PoS;PoS;0;N/A;N/A;N/A;936;False;
UR;34750;UR;UR;UR;;UR (UR);Dagger;PoW;0;N/A;N/A;N/A;948;False;
KC;35230;Kernalcoin;KC;KC;;Kernalcoin (KC);SHA256;PoW;0;N/A;N/A;N/A;961;False;
BamitCoin;35407;BAM;BAM;BamitCoin;;BAM (BAM);X11;PoW/PoS;0;N/A;N/A;N/A;963;False;
BSTAR;35684;Blackstar;BSTAR;BSTAR;;Blackstar (BSTAR);X11;PoS;0;N/A;N/A;N/A;966;False;
XSP;35816;PoolStamp;XSP;XSP;;PoolStamp (XSP);X13;PoW/PoS;0;N/A;N/A;N/A;970;False;
CCRB;35818;CryptoCarbon;CCRB;CCRB;;CryptoCarbon (CCRB);N/A;N/A;0;N/A;N/A;N/A;971;False;
BULLS;35821;BullshitCoin;BULLS;BULLS;;BullshitCoin (BULLS);Scrypt;PoW/PoS;0;N/A;N/A;N/A;972;False;
INCNT;35823;Incent;INCNT;INCNT;;Incent (INCNT);N/A;N/A;0;N/A;N/A;N/A;973;False;
NXTI;3650;NXTI;NXTI;NXTI;;NXTI (NXTI);N/A;N/A;0;N/A;N/A;N/A;30;False;
LOC;36988;Loco;LOC;LOC;;Loco (LOC);Quark;Pow/Pos;0;N/A;N/A;N/A;980;False;
MMXVI;36992;MMXVI;MMXVI;MMXVI;;MMXVI (MMXVI);N/A;PoW;0;N/A;N/A;N/A;981;False;
TRST;37040;TrustCoin;TRST;TRST;;TrustCoin (TRST);N/A;N/A;0;N/A;N/A;N/A;983;False;
IMPS;37204;Impulse Coin;IMPS;IMPS;;Impulse Coin (IMPS);X13;PoW/PoS;0;N/A;N/A;N/A;987;False;
IN;37210;InCoin;IN;IN;;InCoin (IN);X11;PoW/PoS;0;N/A;N/A;N/A;988;False;
GOAT;37356;Goat;GOAT;GOAT;;Goat (GOAT);Scrypt;PoW/PoS;0;N/A;N/A;N/A;990;False;
PX;37370;PXcoin;PX;PX;;PXcoin (PX);SHA256;PoW/PoS;0;N/A;N/A;N/A;994;False;
HEEL;38035;HeelCoin;HEEL;HEEL;;HeelCoin (HEEL);PoS;PoS;0;N/A;N/A;N/A;1000;False;
SHIFT;38307;Shift;SHIFT;SHIFT;;Shift (SHIFT);DPoS;DPoS;0;N/A;N/A;N/A;1003;False;
DRA;38360;DraculaCoin;DRA;DRA;;DraculaCoin (DRA);Scrypt;60;0;N/A;N/A;N/A;1006;False;
RADI;39707;RadicalCoin;RADI;RADI;;RadicalCoin (RADI);X13;PoS;0;N/A;N/A;N/A;1018;False;
GOLOS;40806;Golos;GOLOS;GOLOS;;Golos (GOLOS);N/A;Pow;0;N/A;N/A;N/A;1020;False;
PASC;40811;Pascal Coin;PASC;PASC;;Pascal Coin (PASC);N/A;N/A;0;N/A;N/A;N/A;1021;False;
YAY;40847;YAYcoin;YAY;YAY;;YAYcoin (YAY);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1025;False;
YES;40990;YesCoin;YES;YES;;YesCoin (YES);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1027;False;
BOSS;41125;BitBoss;BOSS;BOSS;;BitBoss (BOSS);SHA256;PoW/PoS;0;N/A;N/A;N/A;1031;False;
PIVX;42433;Private Instant Verified Transaction;PIVX;PIVX;;Private Instant Verified Transaction (PIVX);Quark;PoW/PoS;0;N/A;N/A;N/A;1051;False;
WEALTH;42440;WealthCoin;WEALTH;WEALTH;;WealthCoin (WEALTH);DPoS;PoS;0;N/A;N/A;N/A;1054;False;
CLICK;42680;Clickcoin;CLICK;CLICK;;Clickcoin (CLICK);PoS;PoS;0;N/A;N/A;N/A;1058;False;
BTZ;42843;BitzCoin;BTZ;BTZ;;BitzCoin (BTZ);X11;PoW/PoS;0;N/A;N/A;N/A;1064;False;
UBQ;43044;Ubiq;UBQ;UBQ;;Ubiq (UBQ);Dagger-Hashimoto;PoW;0;N/A;N/A;N/A;1067;False;
NICE;43253;NiceCoin;NICE;NICE;;NiceCoin (NICE);Scrypt;PoW;0;N/A;N/A;N/A;1070;False;
NRC;44001;Neurocoin;NRC;NRC;;Neurocoin (NRC);PoS;PoS;0;N/A;N/A;N/A;1082;False;
CLAM;4416;CLAMS;CLAM;CLAM;;CLAMS (CLAM);N/A;PoW;0;N/A;N/A;N/A;85;False;
XVG;4433;Verge;XVG;XVG;;Verge (XVG);Multiple;PoW;0;N/A;N/A;N/A;99;False;
EOC;44803;EveryonesCoin;EOC;EOC;;EveryonesCoin (EOC);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1088;False;
NDOGE;45044;NinjaDoge;NDOGE;NDOGE;;NinjaDoge (NDOGE);X11;PoW/PoS;0;N/A;N/A;N/A;1094;False;
SDC;4600;ShadowCash;SDC;SDC;;ShadowCash (SDC);Scrypt;PoW/PoS;0;N/A;N/A;N/A;196;False;
WISC;48794;WisdomCoin;WISC;WISC;;WisdomCoin (WISC);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1110;False;
PASL;50754;Pascal Lite;PASL;PASL;;Pascal Lite (PASL);SHA256;PoW/PoS;0;N/A;N/A;N/A;1119;False;
XVC;5303;Vcash;XVC;XVC;;Vcash (XVC);Whirlpool;PoS;0;N/A;N/A;N/A;272;False;
GRC;5309;GridCoin;GRC;GRC;;GridCoin (GRC);Scrypt;DPoR;0;N/A;N/A;N/A;278;False;
TPAY;53166;TrollPlay;TPAY;TPAY;;TrollPlay (TPAY);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1125;False;
ETC;5324;Ethereum Classic;ETC;ETC;;Ethereum Classic (ETC);Ethash;PoW;0;N/A;N/A;N/A;7;False;
MUSIC;53950;Musiccoin;MUSIC;MUSIC;;Musiccoin (MUSIC);Ethash;PoW;0;N/A;N/A;N/A;1130;False;
B@;56078;BankCoin;B@;B@;;BankCoin (B@);N/A;N/A;0;N/A;N/A;N/A;1137;False;
BEST;56246;BestChain;BEST;BEST;;BestChain (BEST);Scrypt;PoW/PoS ;0;N/A;N/A;N/A;1138;False;
BSTK;57466;BattleStake;BSTK;BSTK;;BattleStake (BSTK);PoS;PoS;0;N/A;N/A;N/A;1144;False;
DBIX;57481;DubaiCoin;DBIX;DBIX;;DubaiCoin (DBIX);Dagger-Hashimoto;PoW;0;N/A;N/A;N/A;1146;False;
FAZZ;60409;FazzCoin;FAZZ;FAZZ;;FazzCoin (FAZZ);PoS;PoS;0;N/A;N/A;N/A;1159;False;
ARPA;60618;ArpaCoin;ARPA;ARPA;;ArpaCoin (ARPA);SHA256D;PoW/PoS;0;N/A;N/A;N/A;1162;False;
ETT;62529;EncryptoTel;ETT;ETT;;EncryptoTel (ETT);N/A;N/A;0;N/A;N/A;N/A;1174;False;
VISIO;62648;Visio;VISIO;VISIO;;Visio (VISIO);X13;PoW/PoS;0;N/A;N/A;N/A;1176;False;
EMPC;63312;EmporiumCoin;EMPC;EMPC;;EmporiumCoin (EMPC);X11;PoW/PoS;0;N/A;N/A;N/A;1180;False;
EDGE;6339;EdgeCoin;EDGE;EDGE;;EdgeCoin (EDGE);SHA256;PoW/HiPoS;0;N/A;N/A;N/A;405;False;
BUCKS;66685;SwagBucks;BUCKS;BUCKS;;SwagBucks (BUCKS);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1184;False;
MCRN;67430;MacronCoin;MCRN;MCRN;;MacronCoin (MCRN);PoS;PoS;0;N/A;N/A;N/A;1187;False;
WSX;68084;WeAreSatoshi;WSX;WSX;;WeAreSatoshi (WSX);X11;PoW/PoS;0;N/A;N/A;N/A;1190;False;
RBX;73143;RiptoBuX;RBX;RBX;;RiptoBuX (RBX);N/A;N/A;0;N/A;N/A;N/A;1206;False;
MILO;74924;MiloCoin;MILO;MILO;;MiloCoin (MILO);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1209;False;
CTIC;79887;Coinmatic;CTIC;CTIC;;Coinmatic (CTIC);N/A;N/A;0;N/A;N/A;N/A;1223;False;
BITOK;81445;BitOKX;BITOK;BITOK;;BitOKX (BITOK);Scrypt;PoS;0;N/A;N/A;N/A;1225;False;
INF8;84262;Infinium-8;INF8;INF8;;Infinium-8 (INF8);HybridScryptHash256;PoW;0;N/A;N/A;N/A;1228;False;
FDC;314355;FoodCoin;FDC;FDC;;FoodCoin (FDC);N/A;N/A;0;N/A;N/A;N/A;1612;False;
IFT;185669;InvestFeed;IFT;IFT;;InvestFeed (IFT);N/A;N/A;0;N/A;N/A;N/A;1346;False;
STOCKBET;313988;StockBet;STOCKBET;STOCKBET;;StockBet (STOCKBET);N/A;N/A;0;N/A;N/A;N/A;1610;False;
IGNIS;231674;Ignis;IGNIS;IGNIS;;Ignis (IGNIS);N/A;N/A;0;N/A;N/A;N/A;1475;False;
CFT*;241536;Credo;CFT*;CFT*;;Credo (CFT*);N/A;N/A;0;N/A;N/A;N/A;1523;False;
XP;318154;XP;XP;XP;;XP (XP);SHA256;PoW/PoS;0;N/A;N/A;N/A;1616;False;
SCL;255254;Social Nexus;SCL;SCL;;Social Nexus (SCL);N/A;N/A;0;N/A;N/A;N/A;1549;False;
ODN;319075;Obsidian;ODN;ODN;;Obsidian (ODN);SHA-512;PoS;0;N/A;N/A;N/A;1622;False;
NPX;187015;Napoleon X;NPX;NPX;;Napoleon X (NPX);N/A;N/A;0;N/A;N/A;N/A;1359;False;
CAT*;185689;BitClave;CAT*;CAT*;;BitClave (CAT*);N/A;N/A;0;N/A;N/A;N/A;1347;False;
AMB;238733;Ambrosus;AMB;AMB;;Ambrosus (AMB);N/A;N/A;0;N/A;N/A;N/A;1518;False;
HDG;237407;Hedge Token;HDG;HDG;;Hedge Token (HDG);N/A;N/A;0;N/A;N/A;N/A;1513;False;
OLV;75285;OldV;OLV;OLV;;OldV (OLV);Scrypt;PoW/PoS;0;N/A;N/A;N/A;1210;False;
FND;180840;FundRequest;FND;FND;;FundRequest (FND);N/A;N/A;0;N/A;N/A;N/A;1326;False;
ZNA;318794;Zenome;ZNA;ZNA;;Zenome (ZNA);N/A;N/A;0;N/A;N/A;N/A;1620;False;
XCS;340112;CybCSec Coin;XCS;XCS;;CybCSec Coin (XCS);POS 3.0;PoS;0;N/A;N/A;N/A;1698;False;
POLL;319130;ClearPoll;POLL;POLL;;ClearPoll (POLL);N/A;N/A;0;N/A;N/A;N/A;1623;False;
ILCT;339598;ILCoin Token;ILCT;ILCT;;ILCoin Token (ILCT);SHA256;PoW;0;N/A;N/A;N/A;1690;False;
LRC;318169;Loopring;LRC;LRC;;Loopring (LRC);N/A;N/A;0;N/A;N/A;N/A;1617;False;
EVX;194883;Everex;EVX;EVX;;Everex (EVX);N/A;N/A;0;N/A;N/A;N/A;1484;False;
B3;28333;B3 Coin;B3;B3;;B3 Coin (B3);X11;PoW/PoS;0;N/A;N/A;N/A;762;False;
WHL;347067;WhaleCoin;WHL;WHL;;WhaleCoin (WHL);Ethash;PoW;0;N/A;N/A;N/A;1727;False;
RNDR;348131;Render Token;RNDR;RNDR;;Render Token (RNDR);N/A;N/A;0;N/A;N/A;N/A;1734;False;
SCT*;348278;Soma;SCT*;SCT*;;Soma (SCT*);N/A;N/A;0;N/A;N/A;N/A;1736;False;
VEN;236131;Vechain;VEN;VEN;;Vechain (VEN);N/A;N/A;0;N/A;N/A;N/A;1509;False;
CASH*;222436;Cash Poker Pro;CASH*;CASH*;;Cash Poker Pro (CASH*);N/A;N/A;0;N/A;N/A;N/A;1464;False;
ACE;294364;TokenStars;ACE;ACE;;TokenStars (ACE);N/A;N/A;0;N/A;N/A;N/A;1565;False;
PIRL;355019;Pirl;PIRL;PIRL;;Pirl (PIRL);Dagger;PoW;0;N/A;N/A;N/A;1750;False;
CABS;196986;CryptoABS;CABS;CABS;;CryptoABS (CABS);N/A;N/A;0;N/A;N/A;N/A;1395;False;
AR*;251598;Ar.cash;AR*;AR*;;Ar.cash (AR*);SHA256;PoW;0;N/A;N/A;N/A;1543;False;
PRP;304147;Papyrus;PRP;PRP;;Papyrus (PRP);N/A;N/A;0;N/A;N/A;N/A;1578;False;
PLM;314331;Algo.Land;PLM;PLM;;Algo.Land (PLM);N/A;PoS;0;N/A;N/A;N/A;1611;False;
AMT;243045;Acumen;AMT;AMT;;Acumen (AMT);N/A;N/A;0;N/A;N/A;N/A;1529;False;
DTT;313176;DreamTeam Token;DTT;DTT;;DreamTeam Token (DTT);N/A;N/A;0;N/A;N/A;N/A;1608;False;
DRGN;355702;Dragonchain;DRGN;DRGN;;Dragonchain (DRGN);N/A;N/A;0;N/A;N/A;N/A;1753;False;
DMT;192400;DMarket;DMT;DMT;;DMarket (DMT);N/A;N/A;0;N/A;N/A;N/A;1381;False;
BON;21869;BonesCoin;BON*;BON;;BonesCoin (BON*);Scrypt;PoS;0;N/A;N/A;N/A;630;False;
ETN;361881;Electroneum;ETN;ETN;;Electroneum (ETN);N/A;N/A;0;N/A;N/A;N/A;1763;False;
REA;362039;Realisto;REA;REA;;Realisto (REA);N/A;N/A;0;N/A;N/A;N/A;1764;False;
DTT*;363066;Data Trading;DTT*;DTT*;;Data Trading (DTT*);N/A;N/A;0;N/A;N/A;N/A;1769;False;
KEY*;360299;SelfKey;KEY;KEY*;;SelfKey (KEY);N/A;N/A;0;N/A;N/A;N/A;1759;False;
BT1;364317;Bitfinex Bitcoin Future;BT1;BT1;;Bitfinex Bitcoin Future (BT1);N/A;N/A;0;N/A;N/A;N/A;1772;False;
BT2;364348;Bitcoin SegWit2X;BT2;BT2;;Bitcoin SegWit2X (BT2);N/A;N/A;0;N/A;N/A;N/A;1773;False;
LOAN*;363006;Loan;LOAN;LOAN*;;Loan (LOAN);N/A;N/A;0;N/A;N/A;N/A;1768;False;
PTC*;340872;Propthereum;PTC*;PTC*;;Propthereum (PTC*);N/A;N/A;0;N/A;N/A;N/A;1702;False;
ALTOCAR;240439;AltoCar;ALTOCAR;ALTOCAR;;AltoCar (ALTOCAR);N/A;N/A;0;N/A;N/A;N/A;1522;False;
BBT;198474;BrickBlock;BBT;BBT;;BrickBlock (BBT);N/A;N/A;0;N/A;N/A;N/A;1403;False;
JVY;331207;Javvy;JVY;JVY;;Javvy (JVY);N/A;N/A;0;N/A;N/A;N/A;1659;False;
