Data__|;Data__|__Id;Data__|__CoinName;Data__|__Name;Data__|__Symbol;;Data__|__FullName;Data__|__Algorithm;Data__|__ProofType;Data__|__FullyPremined;Data__|__TotalCoinSupply;Data__|__PreMinedValue;Data__|__TotalCoinsFreeFloat;Data__|__SortOrder;Data__|__Sponsored;Type
TIE;205991;Ties Network;TIE;TIE;;Ties Network (TIE);N/A;N/A;0;200000000;N/A;N/A;1436;False;
GRWI;207931;Growers International;GRWI;GRWI;;Growers International (GRWI);DPoS;N/A;0;1000420;N/A;N/A;1439;False;
CCC;210595;CCCoin;CCC;CCC;;CCCoin (CCC);N/A;N/A;0;2500000;N/A;N/A;1442;False;
UMC;213100;Umbrella Coin;UMC;UMC;;Umbrella Coin (UMC);N/A;N/A;0;100000000;N/A;N/A;1443;False;
BMXT;213113;Bitmxittz;BMXT;BMXT;;Bitmxittz (BMXT);Scrypt;PoW/PoS;0;10000;N/A;N/A;1444;False;
GAS;213532;Gas;GAS;GAS;;Gas (GAS);N/A;N/A;0;9677664;N/A;N/A;1445;False;
OCL;214738;Oceanlab;OCL;OCL;;Oceanlab (OCL);N/A;DPoS/LPoS;0;50000000;N/A;N/A;1447;False;
TOM;215602;Tomahawkcoin;TOM;TOM;;Tomahawkcoin (TOM);N/A;N/A;0;200000000;N/A;N/A;1449;False;
XAS;218107;Asch;XAS;XAS;;Asch (XAS);N/A;N/A;0;100000000;N/A;N/A;1451;False;
SMNX;218221;SMNX;SMNX;SMNX;;SMNX (SMNX);N/A;N/A;0;15000000;N/A;N/A;1452;False;
DLT;220204;Agrello Delta;DLT;DLT;;Agrello Delta (DLT);N/A;N/A;0;130271020;N/A;N/A;1454;False;
MRV;221349;Macroverse;MRV;MRV;;Macroverse (MRV);N/A;N/A;0;105000000;N/A;N/A;1455;False;
MBRS;221350;Embers;MBRS;MBRS;;Embers (MBRS);N/A;N/A;0;50000000;N/A;N/A;1456;False;
MET;221605;Memessenger;MET;MET;;Memessenger (MET);N/A;N/A;0;10000000;N/A;N/A;1458;False;
NEBL;222085;Neblio;NEBL;NEBL;;Neblio (NEBL);N/A;N/A;0;13000000;N/A;N/A;1460;False;
XMCC;222133;MonacoCoin;XMCC;XMCC;;MonacoCoin (XMCC);X11;PoW/PoS;0;50000000;N/A;N/A;1462;False;
CTR;225277;Centra;CTR;CTR;;Centra (CTR);N/A;N/A;0;100000000;N/A;N/A;1467;False;
WNET;206512;Wavesnode.net;WNET;WNET;;Wavesnode.net (WNET);N/A;N/A;0;10000000;N/A;N/A;1468;False;
PRG;225764;Paragon;PRG;PRG;;Paragon (PRG);N/A;N/A;0;200000000;N/A;N/A;1469;True;
THNX;228146;ThankYou;THNX;THNX;;ThankYou (THNX);N/A;N/A;0;70000000;N/A;N/A;1470;False;
FUCK;229060;Fuck Token;FUCK;FUCK;;Fuck Token (FUCK);N/A;N/A;0;70856775;N/A;N/A;1472;False;
ITT;232678;Intelligent Trading Technologies;ITT;ITT;;Intelligent Trading Technologies (ITT);N/A;N/A;0;21000000;N/A;N/A;1478;False;
PIX;223283;Lampix;PIX;PIX;;Lampix (PIX);N/A;N/A;0;114172459;N/A;N/A;1493;False;
LTA;234526;Litra;LTA;LTA;;Litra (LTA);N/A;N/A;0;99999999;N/A;N/A;1497;False;
NIMFA;234596;Nimfamoney;NIMFA;NIMFA;;Nimfamoney (NIMFA);N/A;N/A;0;100000000;N/A;N/A;1498;False;
MLS;234707;CPROP;MLS;MLS;;CPROP (MLS);N/A;N/A;0;100000000;N/A;N/A;1500;False;
KEX;234766;KexCoin;KEX;KEX;;KexCoin (KEX);N/A;N/A;0;10000000;N/A;N/A;1501;False;
MINEX;235021;Minex;MINEX;MINEX;;Minex (MINEX);N/A;N/A;0;30000000;N/A;N/A;1504;False;
ATL;235213;ATLANT;ATL;ATL;;ATLANT (ATL);N/A;N/A;0;150000000;N/A;N/A;1505;False;
MAG;235993;Magos;MAG;MAG;;Magos (MAG);N/A;N/A;0;50123377;N/A;N/A;1507;False;
LAT;237269;Latium;LAT;LAT;;Latium (LAT);N/A;N/A;0;30000000;N/A;N/A;1511;False;
SQP;237448;SqPay;SQP;SQP;;SqPay (SQP);N/A;N/A;0;1000000;N/A;N/A;1515;False;
RIYA;238571;Etheriya;RIYA;RIYA;;Etheriya (RIYA);N/A;N/A;0;1861531;N/A;N/A;1516;False;
MNT;240322;GoldMint;MNT;MNT;;GoldMint (MNT);N/A;N/A;0;10000000;N/A;N/A;1520;False;
GIM;243079;Gimli;GIM;GIM;;Gimli (GIM);N/A;N/A;0;150000000;N/A;N/A;1530;False;
FRAZ;247259;FrazCoin;FRAZ;FRAZ;;FrazCoin (FRAZ);Scrypt;PoW;0;20000000;N/A;N/A;1534;False;
EMT;247322;EasyMine;EMT;EMT;;EasyMine (EMT);N/A;N/A;0;33000000;N/A;N/A;1535;False;
GXC;247350;Gx Coin;GXC;GXC;;Gx Coin (GXC);N/A;N/A;0;10000000;N/A;N/A;1536;False;
KRONE;247703;Kronecoin;KRONE;KRONE;;Kronecoin (KRONE);Scrypt;PoW;0;84000000;N/A;N/A;1538;False;
SRT;248243;Scrypto;SRT;SRT;;Scrypto (SRT);N/A;N/A;0;9123000;N/A;N/A;1539;False;
AVA;248300;Avalon;AVA;AVA;;Avalon (AVA);N/A;N/A;0;10000000;N/A;N/A;1540;False;
BT;249784;BuildTeam;BT;BT;;BuildTeam (BT);N/A;N/A;0;1000000;N/A;N/A;1541;False;
ACC;249821;AdCoin;ACC;ACC;;AdCoin (ACC);Scrypt;PoW;0;100000000;N/A;N/A;1542;False;
Z2;252359;Z2 Coin;Z2;Z2;;Z2 Coin (Z2);SHA256;PoW;0;11000000;N/A;N/A;1544;False;
LINX;253667;Linx;LINX;LINX;;Linx (LINX);Scrypt;PoW;0;100000000;N/A;N/A;1545;False;
XCXT;253688;CoinonatX;XCXT;XCXT;;CoinonatX (XCXT);Scrypt;PoW/PoS;0;48252000;N/A;N/A;1546;False;
GOOD;253766;GoodCoin;GOOD;GOOD;;GoodCoin (GOOD);Scrypt;PoW/PoS;0;100000000;N/A;N/A;1548;False;
TRV;255293;Travel Coin;TRV;TRV;;Travel Coin (TRV);N/A;N/A;0;200000;N/A;N/A;1550;False;
CRTM;255489;Cryptum;CRTM;CRTM;;Cryptum (CRTM);N/A;Proof of Ownership;0;1100000;N/A;N/A;1551;False;
PST;255777;Primas;PST;PST;;Primas (PST);N/A;N/A;0;100000000;N/A;N/A;1553;False;
PRIX;257772;Privatix;PRIX;PRIX;;Privatix (PRIX);N/A;N/A;0;10000000;N/A;N/A;1555;False;
WTC;299397;Waltonchain;WTC;WTC;;Waltonchain (WTC);N/A;N/A;0;70000000;N/A;N/A;1567;False;
BRX;299415;Breakout Stake;BRX;BRX;;Breakout Stake (BRX);N/A;PoW/PoS;0;12500000;N/A;N/A;1568;False;
ORME;301112;Ormeus Coin;ORME;ORME;;Ormeus Coin (ORME);N/A;N/A;0;200000000;N/A;N/A;1571;False;
DEEP;301119;Deep Gold;DEEP;DEEP;;Deep Gold (DEEP);N/A;N/A;0;100000000;N/A;N/A;1572;False;
TMT;301150;ToTheMoon;TMT;TMT;;ToTheMoon (TMT);N/A;N/A;0;51750000;N/A;N/A;1573;False;
CCT*;301191;Crystal Clear Token ;CCT;CCT*;;Crystal Clear Token  (CCT);N/A;N/A;0;10000000;N/A;N/A;1574;False;
WISH;301216;Wish Finance;WISH;WISH;;Wish Finance (WISH);N/A;N/A;1;30000000;N/A;N/A;1575;False;
ABC;303943;AB-Chain;ABC;ABC;;AB-Chain (ABC);N/A;N/A;0;100000000;N/A;N/A;1577;False;
BMC;304184;Blackmoon Crypto;BMC;BMC;;Blackmoon Crypto (BMC);N/A;N/A;0;60000000;N/A;N/A;1579;False;
3DES;304693;3DES;3DES;3DES;;3DES (3DES);N/A;N/A;0;35000000;N/A;N/A;1581;False;
KAPU;305047;Kapu;KAPU;KAPU;;Kapu (KAPU);DPoS;DPoS;0;115000000;N/A;N/A;1583;False;
FC;307112;Facecoin;FC;FC;;Facecoin (FC);N/A;N/A;1;20000000;N/A;N/A;1587;False;
EVC;308072;Eventchain;EVC;EVC;;Eventchain (EVC);N/A;N/A;0;84000000;N/A;N/A;1590;False;
WIZ;310052;Crowdwiz;WIZ;WIZ;;Crowdwiz (WIZ);N/A;PoS;0;40000000;N/A;N/A;1592;False;
EDO;310297;Eidoo;EDO;EDO;;Eidoo (EDO);N/A;N/A;0;100000000;N/A;N/A;1593;False;
ATKN;310392;A-Token;ATKN;ATKN;;A-Token (ATKN);N/A;N/A;0;30000000;N/A;N/A;1594;False;
RUSTBITS;310553;Rustbits;RUSTBITS;RUSTBITS;;Rustbits (RUSTBITS);N/A;N/A;0;100000000;N/A;N/A;1596;False;
REX;310589;REX;REX;REX;;REX (REX);N/A;N/A;0;24000000;N/A;N/A;1597;False;
ETHD;310754;Ethereum Dark;ETHD;ETHD;;Ethereum Dark (ETHD);Scrypt;PoW/PoS;0;4200000;N/A;N/A;1598;False;
SUMO;310812;Sumokoin;SUMO;SUMO;;Sumokoin (SUMO);CryptoNight;PoW;0;88888888;N/A;N/A;1599;False;
8S;310852;Elite 888;8S;8S;;Elite 888 (8S);N/A;N/A;0;888;N/A;N/A;1601;False;
H2O;310867;Hydrominer;H2O;H2O;;Hydrominer (H2O);N/A;N/A;0;100000000;N/A;N/A;1602;False;
RHEA;311516;Rhea;RHEA;RHEA;;Rhea (RHEA);N/A;N/A;0;50000000;N/A;N/A;1604;False;
ART*;311558;Maecenas;ART*;ART*;;Maecenas (ART*);N/A;N/A;0;100000000;N/A;N/A;1605;False;
MTN;313967;TrackNetToken;MTN;MTN;;TrackNetToken (MTN);N/A;N/A;0;100000000;N/A;N/A;1609;False;
SALT;314580;Salt Lending;SALT;SALT;;Salt Lending (SALT);N/A;N/A;0;120000000;N/A;N/A;1613;False;
SND;314865;Sandcoin;SND;SND;;Sandcoin (SND);N/A;N/A;0;3400000;N/A;N/A;1614;False;
HSR;318199;Hshare;HSR;HSR;;Hshare (HSR);N/A;PoW/PoS;0;84000000;N/A;N/A;1618;False;
GLA;318704;Gladius;GLA;GLA;;Gladius (GLA);N/A;N/A;0;96300000;N/A;N/A;1619;False;
EZM;319029;EZMarket;EZM;EZM;;EZMarket (EZM);N/A;N/A;0;150000000;N/A;N/A;1621;False;
MTK;319238;Moya Token;MTK;MTK;;Moya Token (MTK);N/A;N/A;0;125000000;N/A;N/A;1624;False;
CAS;319254;Cashaa;CAS;CAS;;Cashaa (CAS);N/A;N/A;0;1000000;N/A;N/A;1625;False;
MAT;320036;MiniApps;MAT;MAT;;MiniApps (MAT);N/A;PoW;0;20000000;N/A;N/A;1626;False;
GJC;320412;Global Jobcoin;GJC;GJC;;Global Jobcoin (GJC);N/A;N/A;0;100000000;N/A;N/A;1628;False;
WIC;320551;Wi Coin;WIC;WIC;;Wi Coin (WIC);N/A;N/A;0;100000000;N/A;N/A;1629;False;
WEB;320596;Webcoin;WEB;WEB;;Webcoin (WEB);N/A;PoW;0;100000000;N/A;N/A;1630;False;
WAND;320621;WandX;WAND;WAND;;WandX (WAND);N/A;N/A;0;72000000;N/A;N/A;1631;False;
EBTC;321189;eBTC;EBTC;EBTC;;eBTC (EBTC);N/A;N/A;0;21000000;N/A;N/A;1633;False;
YOYOW;322002;Yoyow;YOYOW;YOYOW;;Yoyow (YOYOW);N/A;N/A;0;62000000;N/A;N/A;1636;False;
REC;322013;Regalcoin;REC;REC;;Regalcoin (REC);X11;PoW/PoS;0;27000000;N/A;N/A;1637;False;
BIS;322963;Bismuth;BIS;BIS;;Bismuth (BIS);N/A;PoW;0;109999978;N/A;N/A;1638;False;
ROCK;323817;Ice Rock Mining;ROCK;ROCK;;Ice Rock Mining (ROCK);N/A;N/A;0;16500000;N/A;N/A;1640;False;
VSX;325279;Vsync;VSX;VSX;;Vsync (VSX);X13;PoW/PoS;0;125025560;N/A;N/A;1643;False;
GRF;326286;Graft Network;GRF;GRF;;Graft Network (GRF);CryptoNight;PoW/PoS;0;18446744;N/A;N/A;1646;False;
CZC;327250;Crazy Coin;CZC;CZC;;Crazy Coin (CZC);N/A;N/A;0;85000000;N/A;N/A;1648;False;
PPP;327500;PayPie;PPP;PPP;;PayPie (PPP);N/A;N/A;0;165000000;N/A;N/A;1649;False;
GUESS;327608;Peerguess;GUESS;GUESS;;Peerguess (GUESS);N/A;N/A;0;200000000;N/A;N/A;1650;False;
CAN*;327632;CanYaCoin;CAN;CAN*;;CanYaCoin (CAN);N/A;N/A;0;100000000;N/A;N/A;1651;False;
ETP;328639;Metaverse;ETP;ETP;;Metaverse (ETP);Ethash;N/A;0;100000000;N/A;N/A;1652;False;
CNX*;328667;Cryptonetix;CNX*;CNX*;;Cryptonetix (CNX*);N/A;N/A;0;100000000;N/A;N/A;1653;False;
ERT;328784;Esports.com;ERT;ERT;;Esports.com (ERT);N/A;N/A;0;60000000;N/A;N/A;1654;False;
TRIP;329767;Trippki;TRIP;TRIP;;Trippki (TRIP);N/A;N/A;0;200000000;N/A;N/A;1657;False;
MBT;330003;Multibot;MBT;MBT;;Multibot (MBT);N/A;N/A;0;25000000;N/A;N/A;1658;False;
ARBI;334856;Arbi;ARBI;ARBI;;Arbi (ARBI);Ethash;N/A;0;50000;N/A;N/A;1663;False;
ARN;335127;Aeron;ARN;ARN;;Aeron (ARN);N/A;N/A;0;100000000;N/A;N/A;1666;False;
ROK;336556;Rockchain;ROK;ROK;;Rockchain (ROK);N/A;N/A;0;100000000;N/A;N/A;1669;False;
XRED;336594;X Real Estate Development;XRED;XRED;;X Real Estate Development (XRED);N/A;N/A;0;65000000;N/A;N/A;1670;False;
FLP;337863;Gameflip;FLP;FLP;;Gameflip (FLP);N/A;N/A;0;100000000;N/A;N/A;1674;False;
HXT;338018;HextraCoin;HXT;HXT;;HextraCoin (HXT);Scrypt;N/A;0;29000000;N/A;N/A;1675;False;
ENG;338335;Enigma;ENG;ENG;;Enigma (ENG);N/A;N/A;0;150000000;N/A;N/A;1680;False;
MCI;338415;Musiconomi;MCI;MCI;;Musiconomi (MCI);N/A;N/A;0;100000000;N/A;N/A;1681;False;
COV;338426;Covesting;COV;COV;;Covesting (COV);N/A;N/A;0;20000000;N/A;N/A;1682;False;
WAX;338541;Worldwide Asset eXchange;WAX;WAX;;Worldwide Asset eXchange (WAX);N/A;N/A;0;185000000;N/A;N/A;1683;False;
NTO;339406;Fujinto;NTO;NTO;;Fujinto (NTO);N/A;N/A;0;400;N/A;N/A;1685;False;
ATCC;339419;ATC Coin;ATCC;ATCC;;ATC Coin (ATCC);Scrypt;PoW;0;84000000;N/A;N/A;1686;False;
KOLION;339431;Kolion;KOLION;KOLION;;Kolion (KOLION);N/A;N/A;1;1000000;N/A;N/A;1687;False;
WILD;339533;Wild Crypto;WILD;WILD;;Wild Crypto (WILD);N/A;N/A;0;100000000;N/A;N/A;1688;False;
ELTC2;339581;eLTC;ELTC2;ELTC2;;eLTC (ELTC2);N/A;N/A;0;84000000;N/A;N/A;1689;False;
TER;340067;TerraNovaCoin;TER;TER;;TerraNovaCoin (TER);Scrypt;PoS/PoW;0;15733333;N/A;N/A;1697;False;
CLOUT;340816;Clout;CLOUT;CLOUT;;Clout (CLOUT);N/A;N/A;0;100000000;N/A;N/A;1701;False;
WABI;340940;WaBi;WABI;WABI;;WaBi (WABI);N/A;N/A;0;100000000;N/A;N/A;1703;False;
VIVO;341205;VIVO Coin;VIVO;VIVO;;VIVO Coin (VIVO);NeoScrypt;PoW;0;27000000;N/A;N/A;1707;False;
MDA;341279;Moeda;MDA;MDA;;Moeda (MDA);N/A;N/A;0;19628888;N/A;N/A;1709;False;
AURS;341400;Aureus;AURS;AURS;;Aureus (AURS);Scrypt;N/A;1;21000000;N/A;N/A;1711;False;
CAG;341422;Change;CAG;CAG;;Change (CAG);N/A;N/A;0;79184115;N/A;N/A;1712;False;
PKT;344086;Playkey;PKT;PKT;;Playkey (PKT);N/A;N/A;0;100000000;N/A;N/A;1713;False;
SMT;344097;Social Media Market;SMT;SMT;;Social Media Market (SMT);N/A;N/A;0;100000000;N/A;N/A;1714;False;
ATS;345017;Authorship;ATS;ATS;;Authorship (ATS);N/A;N/A;0;100000000;N/A;N/A;1717;False;
EBET;345159;EthBet;EBET;EBET;;EthBet (EBET);N/A;N/A;0;10000000;N/A;N/A;1719;False;
MOD;345510;Modum;MOD;MOD;;Modum (MOD);N/A;N/A;0;17366200;N/A;N/A;1721;False;
BM*;345544;Bitcomo;BM*;BM*;;Bitcomo (BM*);N/A;N/A;0;170000000;N/A;N/A;1722;False;
RUP;345801;Rupee;RUP;RUP;;Rupee (RUP);Scrypt;PoW;0;84000000;N/A;N/A;1724;False;
BTG;347235;Bitcoin Gold;BTG;BTG;;Bitcoin Gold (BTG);Equihash;PoW;0;21000000;N/A;N/A;1729;False;
ETG;347450;Ethereum Gold;ETG;ETG;;Ethereum Gold (ETG);N/A;N/A;0;24000000;N/A;N/A;1731;False;
MAY;348094;Theresa May Coin;MAY;MAY;;Theresa May Coin (MAY);SHA256;PoW/PoS;0;100000000;N/A;N/A;1733;False;
KCS;348628;Kucoin;KCS;KCS;;Kucoin (KCS);N/A;N/A;0;181043076;N/A;N/A;1738;False;
BLUE;350048;Ethereum Blue;BLUE;BLUE;;Ethereum Blue (BLUE);N/A;N/A;0;42000000;N/A;N/A;1740;False;
WYR;350395;Wyrify;WYR;WYR;;Wyrify (WYR);N/A;N/A;0;200000000;N/A;N/A;1743;False;
VZT;350476;Vezt;VZT;VZT;;Vezt (VZT);N/A;PoW;0;125000000;N/A;N/A;1744;False;
LUX;351720;LUXCoin;LUX;LUX;;LUXCoin (LUX);PHI1612;PoW/PoS;0;60000000;N/A;N/A;1748;False;
BAR;354771;TBIS token;BAR;BAR;;TBIS token (BAR);N/A;N/A;0;100000000;N/A;N/A;1749;False;
ECASH;355117;Ethereum Cash;ECASH;ECASH;;Ethereum Cash (ECASH);N/A;N/A;0;15000000;N/A;N/A;1751;False;
ODMC;357404;ODMCoin;ODMC;ODMC;;ODMCoin (ODMC);N/A;N/A;0;25000;N/A;N/A;1754;False;
CABS*;357413;CyberTrust;CABS*;CABS*;;CyberTrust (CABS*);N/A;N/A;0;600000;N/A;N/A;1755;False;
TKR;360229;CryptoInsight;TKR;TKR;;CryptoInsight (TKR);N/A;N/A;0;12529746;N/A;N/A;1758;False;
ELITE;360657;EthereumLite;ELITE;ELITE;;EthereumLite (ELITE);N/A;N/A;0;1000000;N/A;N/A;1760;False;
XIOS;360740;Xios;XIOS;XIOS;;Xios (XIOS);Scrypt;PoW/PoS;0;21000000;N/A;N/A;1761;False;
AVE;362627;Avesta;AVE;AVE;;Avesta (AVE);Avesta hash;PoW;0;200000000;N/A;N/A;1765;False;
BTDX;362846;Bitcloud 2.0;BTDX;BTDX;;Bitcloud 2.0 (BTDX);Quark;PoW/PoS;0;200000000;N/A;N/A;1767;False;
ZAB;363992;ZABERcoin;ZAB;ZAB;;ZABERcoin (ZAB);N/A;N/A;0;10000000;N/A;N/A;1770;False;
MDL;364051;Modulum;MDL;MDL;;Modulum (MDL);N/A;N/A;0;35100000;N/A;N/A;1771;False;
JCR;364747;Jincor;JCR;JCR;;Jincor (JCR);N/A;N/A;0;35000000;N/A;N/A;1775;False;
XSB;364846;Extreme Sportsbook;XSB;XSB;;Extreme Sportsbook (XSB);X11;PoS;0;3000000;N/A;N/A;1776;False;
EBST;368732;eBoost;EBST;EBST;;eBoost (EBST);Scrypt;PoW;0;100000000;N/A;N/A;1778;False;
KEK;368743;KekCoin;KEK;KEK;;KekCoin (KEK);POS 2.0;PoS;0;21000000;N/A;N/A;1779;False;
CPC;15282;CapriCoin;CPC;CPC;;CapriCoin (CPC);X11;PoW/PoS;0;208000000;N/A;N/A;479;False;
NET*;176669;Nimiq Exchange Token;NET*;NET*;;Nimiq Exchange Token (NET*);N/A;N/A;0;210000000;N/A;N/A;1290;False;
VOX;18180;Voxels;VOX;VOX;;Voxels (VOX);Scrypt;PoW;1;210000000;N/A;N/A;500;False;
UNIT;20728;Universal Currency;UNIT;UNIT;;Universal Currency (UNIT);SHA256;PoW/PoS;0;210000000;N/A;N/A;566;False;
CNX;289715;Cryptonex;CNX;CNX;;Cryptonex (CNX);N/A;N/A;0;210000000;N/A;N/A;1562;False;
DEM;4429;eMark;DEM;DEM;;eMark (DEM);SHA256;PoW/PoS;0;210000000;N/A;N/A;97;False;
NBL;4572;Nybble;NBL;NBL;;Nybble (NBL);Scrypt;PoW;0;210000000;N/A;N/A;168;False;
BCR;5345;BitCredit;BCR;BCR;;BitCredit (BCR);Momentum;PoW;0;210000000;N/A;N/A;313;False;
BNX;56682;BnrtxCoin;BNX;BNX;;BnrtxCoin (BNX);X11;PoW;0;210000000;N/A;N/A;1143;False;
XFC;6452;Forever Coin;XFC;XFC;;Forever Coin (XFC);X11;PoS;0;210000000;N/A;N/A;412;False;
XCT;78227;C-Bits;XCT;XCT;;C-Bits (XCT);SHA256;PoW;0;210000000;N/A;N/A;1219;False;
ALF;4325;AlphaCoin;ALF;ALF;;AlphaCoin (ALF);Scrypt;PoW;0;210182000;N/A;N/A;38;False;
SONG;8682;Song Coin;SONG;SONG;;Song Coin (SONG);Scrypt;PoW;0;210240000;N/A;N/A;446;False;
MAT*;108094;Manet Coin;MAT*;MAT*;;Manet Coin (MAT*);Scrypt;PoW/PoS;0;215000000;N/A;N/A;1239;False;
QVT;205980;Qvolta;QVT;QVT;;Qvolta (QVT);N/A;N/A;0;218750000;N/A;N/A;1435;False;
PGL;222125;Prospectors;PGL;PGL;;Prospectors (PGL);N/A;N/A;0;220000000;N/A;N/A;1461;False;
GPU;20650;GPU Coin;GPU;GPU;;GPU Coin (GPU);Scrypt;PoS;0;221052632;N/A;N/A;549;False;
REV;22169;Revenu;REV;REV;;Revenu (REV);SHA256;PoW/PoS;0;222725000;N/A;N/A;637;False;
KNC;310497;Kyber Network;KNC;KNC;;Kyber Network (KNC);N/A;N/A;0;226000000;N/A;N/A;1595;False;
IML;184187;IMMLA;IML;IML;;IMMLA (IML);N/A;N/A;0;226736000;N/A;N/A;1341;False;
AE;190978;Aeternity;AE;AE;;Aeternity (AE);N/A;PoW/PoS;0;227213467;N/A;N/A;1375;False;
STR*;8767;StarCoin;STR*;STR*;;StarCoin (STR*);Scrypt;PoW/PoS;0;227334008;N/A;N/A;460;False;
KURT;34602;Kurrent;KURT;KURT;;Kurrent (KURT);X11;PoW;0;228000000;N/A;N/A;944;False;
GOT;63304;Giotto Coin;GOT;GOT;;Giotto Coin (GOT);Scrypt;PoW/PoS;0;233100000;N/A;N/A;1178;False;
QAU;170958;Quantum;QAU;QAU;;Quantum (QAU);N/A;N/A;0;246855127;N/A;N/A;1278;False;
QRK;4351;QuarkCoin;QRK;QRK;;QuarkCoin (QRK);Multiple;PoW;0;247000000;N/A;N/A;64;False;
DDF;180595;Digital Developers Fund;DDF;DDF;;Digital Developers Fund (DDF);N/A;N/A;0;250000000;N/A;N/A;1321;False;
GAP;20659;Gapcoin;GAP;GAP;;Gapcoin (GAP);Scrypt;PoW/PoS;0;250000000;N/A;N/A;553;False;
MYC;20661;MayaCoin;MYC;MYC;;MayaCoin (MYC);Scrypt;PoW/PoS;0;250000000;N/A;N/A;554;False;
MEDI;233044;MediBond;MEDI;MEDI;;MediBond (MEDI);N/A;N/A;0;250000000;N/A;N/A;1495;False;
THC;29924;The Hempcoin;THC;THC;;The Hempcoin (THC);Scrypt;PoW/PoS;0;250000000;N/A;N/A;825;False;
RNC;39710;ReturnCoin;RNC;RNC;;ReturnCoin (RNC);X11;PoS;0;250000000;N/A;N/A;1019;False;
NTCC;41819;NeptuneClassic;NTCC;NTCC;;NeptuneClassic (NTCC);X11;PoW/PoS;0;250000000;N/A;N/A;1036;False;
SXC;4348;SexCoin;SXC;SXC;;SexCoin (SXC);Scrypt;PoW;0;250000000;N/A;N/A;61;False;
SBC;4599;StableCoin;SBC;SBC;;StableCoin (SBC);Scrypt;PoW;0;250000000;N/A;N/A;195;False;
CNT;70365;Centurion;CNT;CNT;;Centurion (CNT);X11;PoW/PoS;0;250000000;N/A;N/A;1195;False;
ZNY;8762;BitZeny;ZNY;ZNY;;BitZeny (ZNY);Scrypt;PoW;0;250000000;N/A;N/A;457;False;
QWARK;116425;Qwark;QWARK;QWARK;;Qwark (QWARK);N/A;N/A;0;250377576;N/A;N/A;1246;False;
MNZ;341059;Monaize;MNZ;MNZ;;Monaize (MNZ);Equihash;PoW/DPoW;0;257142857;N/A;N/A;1706;False;
KGC;4547;KrugerCoin;KGC;KGC;;KrugerCoin (KGC);Scrypt;PoW;0;265420800;N/A;N/A;143;False;
WDC;5020;WorldCoin;WDC;WDC;;WorldCoin (WDC);Scrypt;PoW;0;265420800;N/A;N/A;234;False;
VIBE;336538;VIBEHub;VIBE;VIBE;;VIBEHub (VIBE);N/A;N/A;0;267000000;N/A;N/A;1668;False;
ZNT;197886;OpenZen;ZNT;ZNT;;OpenZen (ZNT);N/A;N/A;0;270000000;N/A;N/A;1397;False;
GOON;28221;Goonies;GOON;GOON;;Goonies (GOON);Scrypt;PoW;0;270875968;N/A;N/A;749;False;
N7;21017;Number7;N7;N7;;Number7 (N7);Scrypt;PoW;0;270967742;N/A;N/A;596;False;
WPR;355242;WePower;WPR;WPR;;WePower (WPR);N/A;N/A;0;289000000;N/A;N/A;1752;False;
BLAZR;60424;BlazerCoin;BLAZR;BLAZR;;BlazerCoin (BLAZR);Scrypt;PoW;0;294336000;N/A;N/A;1161;False;
EMC2;4440;Einsteinium;EMC2;EMC2;;Einsteinium (EMC2);Scrypt;PoW;0;299792458;N/A;N/A;106;False;
QBT;59317;Cubits;QBT;QBT;;Cubits (QBT);SHA256;PoW/PoS;0;300000000;N/A;N/A;1155;False;
XWC;20338;WhiteCoin;XWC;XWC;;WhiteCoin (XWC);Scrypt;Pow/PoS;0;300000000;N/A;N/A;528;False;
RGC;345065;RG Coin;RGC;RGC;;RG Coin (RGC);NIST5;PoW/PoS;0;300000000;N/A;N/A;1718;False;
ECHT;344337;e-Chat;ECHT;ECHT;;e-Chat (ECHT);N/A;N/A;0;300000000;N/A;N/A;1715;False;
TEAM;30523;TeamUP;TEAM;TEAM;;TeamUP (TEAM);PoS;PoS;1;301000000;N/A;N/A;865;False;
GOTX;21875;GothicCoin;GOTX;GOTX;;GothicCoin (GOTX);Scrypt;PoW;0;313333333;N/A;N/A;632;False;
YMC;42099;YamahaCoin;YMC;YMC;;YamahaCoin (YMC);Scrypt;PoW;0;315000000;N/A;N/A;1045;False;
CPAY;345674;CryptoPay;CPAY;CPAY;;CryptoPay (CPAY);N/A;N/A;0;320000000;N/A;N/A;1723;False;
NET;4574;NetCoin;NET;NET;;NetCoin (NET);Scrypt;PoW;0;320636160;N/A;N/A;170;False;
ARI;4332;AriCoin;ARI;ARI;;AriCoin (ARI);Scrypt;PoW;0;322649400;N/A;N/A;46;False;
RED;79864;Redcoin;RED;RED;;Redcoin (RED);Scrypt;PoW;0;329000000;N/A;N/A;1221;False;
SHP;364472;Sharpe Capital;SHP;SHP;;Sharpe Capital (SHP);N/A;N/A;0;333333333;N/A;N/A;1774;False;
NZC;24892;NewZealandCoin;NZC;NZC;;NewZealandCoin (NZC);Scrypt;PoW;0;335800000;N/A;N/A;696;False;
CSC;4428;CasinoCoin;CSC;CSC;;CasinoCoin (CSC);Scrypt;PoW;0;336000000;N/A;N/A;96;False;
FTC;4524;FeatherCoin;FTC;FTC;;FeatherCoin (FTC);Scrypt;PoW;0;336000000;N/A;N/A;120;False;
XRB;172091;RaiBlocks;XRB;XRB;;RaiBlocks (XRB);Blake2b;PoW;0;340282367;N/A;N/A;1282;False;
